BPA,Address,Description,PTS Existing Units,PTS Proposed Units,Proposed Units,Net Units,Net Units Completed,ADU/Legalization Units,First Completion Date,Latest Completion Date,Extremely Low Income,Very Low Income,Low Income,Moderate Income,Affordable Units,Market Rate,Affordable Units Estimate,Supervisor District,Analysis Neighborhood,Planning Dist.,Plan Area,Form No.,Permit Type,Issued Date,Authorization Date,Zoning District,Project Affordability Type,BMR Reporting Year,BlockLot,PPTS Project ID
2.01612E+11,255 DOLORES ST,PER ADD UNIT ORD #162-16. ADDITION OF (2) Studio UNITS @ REAR OF 1ST FL IN CONJUNCTION W/ SOFT STORY RETROFIT PERMIT APPLN #201610180562 PER ORD #162-16. Fire sprinklers and alarms under separate permit.,12,14,14,2,2,2,6/5/2018,6/5/2018,0,0,0,0,0,2,FALSE,8,Mission,8 - Mission,Market and Octavia,3,Full Building Permit,5/30/2017,5/30/2017,RTO,,2018,3556054,2016-016574PRJ
2.01611E+11,2727 34TH AV,"LEGALIZE ROOMS ON 1ST FLR AS 2ND UNIT INCLUDING 3 BDRMS, 2 BATH, KITCHEN, DINING & LIVING. ADD WINDOWS @ SIDE, RELOCATE WATER HEATER, FURNACE. REPLACE FOUNDATION. UNIT LEGALIZATION ORDINANCE 43-14.",1,2,2,1,1,1,6/6/2018,6/6/2018,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,7/25/2017,7/25/2017,RH-1(D),,2018,2503A005,2016-015109PRJ
2.01707E+11,121 RIVERTON DR,"UNIT LEGALIZATION PER ORDINANCE# 43-14 @ 1ST FLOOR. 2 BEDROOMS, 1 BATH, 1 KITCHEN & LIVING ROOM.",1,2,2,1,1,1,6/7/2018,6/7/2018,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,13 - Ingleside,,3,Full Building Permit,4/26/2018,4/26/2018,RH-1(D),,2018,7266003,2017-010265PRJ
2.01312E+11,580 HAYES ST,"ERECT NEW 5 STORIES, 1 BASEMENT, 29 UNITS RESIDENTIAL WITH COMMERCIAL & PARKING.",0,29,29,29,29,0,2/27/2018,6/8/2018,0,0,0,0,0,29,FALSE,5,Hayes Valley,5 - Western Addition,Market and Octavia,2,Site Permit,3/31/2015,7/29/2015,NCT-HAYES,,2018,0807010,2012.0903
2.01805E+11,27 ARDENWOOD WY,"TO COMPLY WITH COMPLAINT # 201488957 & 2017016471 enf
remove (e) kitchen at ground floor",1,1,0,-1,-1,0,6/11/2018,6/11/2018,0,0,0,0,0,-1,FALSE,7,West of Twin Peaks,14 - Inner Sunset,,8,Full Building Permit,6/6/2018,6/6/2018,RH-1(D),,2018,2541005,
2.0161E+11,1742 NORTH POINT ST,PER ORDINANCE #162-16. ADD DWELLING UNIT TO (E) 2-UNIT BUILDING. SEE REF #201606079348,2,3,3,1,1,1,6/12/2018,6/12/2018,0,0,0,0,0,1,FALSE,2,Marina,2 - Marina,,3,Full Building Permit,12/21/2017,12/21/2017,RH-2,,2018,0436E013,2016-014504PRJ
2.00308E+11,522 37TH AV,ERECT 4 STORY TWO UNIT DWELLING,0,2,2,2,2,0,6/13/2018,6/13/2018,0,0,0,0,0,2,FALSE,1,Outer Richmond,1 - Richmond,,2,Site Permit,6/2/2006,6/1/2007,RH-2,,2018,1508015,Multiple
2.01511E+11,11 HILIRITAS AV,(N) CONTRUCTION OF A 3-STORY SINGLE FAMILY DWELLING,0,1,1,1,1,0,6/13/2018,6/13/2018,0,0,0,0,0,1,FALSE,8,Glen Park,7 - Central,,2,Site Permit,12/21/2016,1/27/2017,RH-1,,2018,7552041,2015-018374PRJ
2.0141E+11,371 12TH AV,"HORIZONTAL EXTENSION AT REAR (15'-3""). REMODEL (E) BATHROOM @ 3RD FLOOR. NEW 3 BEDROOMS & 3 BATHROOMS. ADD 1 ADDITIONAL UNIT.",1,2,2,1,1,0,6/14/2018,6/14/2018,0,0,0,0,0,1,FALSE,1,Inner Richmond,1 - Richmond,,3,Site Permit,1/20/2016,12/19/2016,RM-1,,2018,1444015,2014-002960PRJ
2.01602E+11,1445 MASON ST,"(WITH SOFT STORY REF PA# 201602038770): ADD 3 RESIDENTIAL UNITS AT GROUND FL (PER ORD 30-15) INCLUDE NEW PARTITIONS, BEDROOMS, BATHROMS, & KITCHENS. ADD 1 NEW WINDOW ASSEMBLY AT FRONT EAST ELEVATION; ADD NEW WINDOWS AT REAR OF BLD FOR NEW UNITS. NEW RATED CORRIDOR AND STAIR. Life safety deferred",12,15,15,3,3,3,6/14/2018,6/14/2018,0,0,0,0,0,3,FALSE,3,Nob Hill,3 - Northeast,,3,Full Building Permit,5/24/2017,5/24/2017,RM-2,,2018,0158003,2016-001746PRJ
2.00807E+11,167 BRUSSELS ST,ERECT A 3 STORIES SINGLE FAMILY DWELLING.,0,1,1,1,1,0,6/15/2018,6/15/2018,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,2,Site Permit,3/7/2011,7/18/2014,RH-1,,2018,5926021,2007.0574
2.01508E+11,840 FELL ST,"SPLIT EXISTING 3/F OFF AS SEPERATE UNIT, ADD SPRINKLERS TO 3/F & STAIRWAY, ADD 1 HR. ENTRY DOOR TO UNIT #2 AND NEW UNIT #3, ADD RANGE TO EXISTING WET BAR TO MAKE INTO KITCHEN.",2,3,3,1,1,0,6/15/2018,6/15/2018,0,0,0,0,0,1,FALSE,5,Hayes Valley,5 - Western Addition,,3,Full Building Permit,2/17/2016,2/17/2016,RM-1,,2018,0822061,2015-012081PRJ
2.01604E+11,582 NAPLES ST,TO COMPLY WITH NOV 201580512: TO LEGALIZE UNIT AT GARAGE LEVEL.,1,2,2,1,1,1,6/15/2018,6/15/2018,0,0,0,0,0,1,FALSE,11,Excelsior,12 - South Central,,3,Full Building Permit,8/11/2017,8/11/2017,RH-1,,2018,6089017A,2016-004734PRJ
2.01706E+11,1031 SANTIAGO ST,LEGALIZE (E) UNIT INSTALLED WITHOUT PERMITS. INSTALL (N) WINDOW. UPGRADE RATING FOR WALLS & A DOOR. PROVIDE ALL REQUIRED CLEARANCES PER ORD #43-14,1,2,2,1,1,1,6/19/2018,6/19/2018,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,3/21/2018,3/21/2018,RH-2,,2018,2350001C,2017-009311PRJ
2.01706E+11,1875 LOMBARD ST,"RESTORE RESIDENTIAL USE TO UPPER 2 UNITS, PREVIOUSLY CONVERTED FROM RESIDENTIAL TO OFFICE. ADD LAUNDRY TO BOTH UNITS. RENOVATIONS TO 2ND AND 3RD FLOOR UNITS; REMODEL BEDROOM, BATHROOMS, KITCHEN, (E) ROOF DECK REMOVED, CONSTRUCT (N) COMPLYING TO OPEN SPACE REQUIREMENTS",0,2,2,2,2,0,6/21/2018,6/21/2018,0,0,0,0,0,2,FALSE,2,Marina,2 - Marina,,8,Full Building Permit,7/5/2017,7/5/2017,NC-3,,2018,0507025,
2.01706E+11,571 IVY ST,"CONVERSION OF EXTG ONE UNIT BLDG TO 2 UNITS. INERIOR RENOVATION WITHIN THE BLDG ENVELOPE TO INCLUDE 2 NEW KITCHENS, RENOVATE 3 BATHROOMS AND ADD 2 NEW BATHROOMS, CONVERSION OF UNCONDITIONED BASEMENT INTO CONDITIONED LIVING SPACE. MINOR EXTERIOR UPGRADES TO INCLUDE NEW WINDOW AND DOOR OPENINGS.",1,2,2,1,1,0,6/21/2018,6/21/2018,0,0,0,0,0,1,FALSE,5,Hayes Valley,5 - Western Addition,Market and Octavia,8,Full Building Permit,7/11/2017,7/11/2017,RTO,,2018,0806014A,
2.01608E+11,109 17TH AV,"ADD 2ND UNIT AT GROUND FLOOR BEHIND GARAGE, STRUCTURAL WORK, UPGRADE (E) FAMILY ROOM TO KITCHEN. RECESS (E) GARAGE DOOR. 1 BEDROOM & 1 BATH. EXISTING LEGAL 1ST FLOOR ROOMS APPROVED UNDER BPA#2004-0913-3903. 6"" EXCAVATION FOR (N) CORRIDOR LESS THAN 50 CUBIC YARDS.",1,2,2,1,1,0,6/22/2018,6/22/2018,0,0,0,0,0,1,FALSE,1,Outer Richmond,1 - Richmond,,3,Full Building Permit,1/9/2018,1/9/2018,RH-2,,2018,1377002,2016-013155PRJ
2.01806E+11,9 LYELL ST,TO COMPLY WITH NOV 201864922 & 201864431 DATED 5/15/2018 REMOVE THE WALL IN THE GARAGE  MAHER NA,1,1,0,-1,-1,0,6/22/2018,6/22/2018,0,0,0,0,0,-1,FALSE,8,Outer Mission,12 - South Central,,8,Full Building Permit,6/6/2018,6/6/2018,RH-1,,2018,6753050,
2.01611E+11,650 ANDOVER ST,"CHANGE OF USE/Occupancy. EXISTING VACANT DWELLING UNIT TO A CHILD CARE FACILITY. MODIFY (E) BATHROOM, ADD RAMP FOR THE CHILD CARE FACILITY LIMITED TO 26 CHILDREN. Installation of new fire alarm system under seperate permit app.",2,1,1,-1,-1,0,6/25/2018,6/25/2018,0,0,0,0,0,-1,FALSE,9,Bernal Heights,11 - Bernal Heights,,3,Full Building Permit,10/23/2017,10/23/2017,RH-2,,2018,5744001,2016-015576PRJ
2.01702E+11,548 BANKS ST,"ADD UNIT PER ORDINANCE NO. 162-16, ADD ACCESSORY DWELLING UNIT ON GROUND FLOOR.",1,2,2,1,1,1,6/25/2018,6/25/2018,0,0,0,0,0,1,FALSE,9,Bernal Heights,11 - Bernal Heights,,3,Full Building Permit,11/9/2017,11/9/2017,RH-1,,2018,5727009,2017-003033PRJ
2.01011E+11,721 BEACH ST,"TO ERECT 3 STORIES, 2 UNIT RESIDENTIAL / COMMERCIAL BUILDING.",0,2,2,2,2,0,6/27/2018,6/27/2018,0,0,0,0,0,2,FALSE,2,Russian Hill,3 - Northeast,,2,Site Permit,1/15/2013,2/11/2014,C-2,,2018,0025017,Multiple
2.01403E+11,503 ANDERSON ST,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING BUILDING.",1,0,0,-1,-1,0,9/27/2018,9/27/2018,0,0,0,0,0,-1,FALSE,9,Bernal Heights,11 - Bernal Heights,,6,Full Building Permit,1/23/2017,1/23/2017,RH-1,,2018,5724025,2014.1094
2.01503E+11,611 39TH AV,"GROUND FL PARTIAL GARAGE AREA CONVERSION TO livable space ATTIC ROOF PORTION (15'-0"") SETBACK. ADD DORMERS (2) & STAIRWELLS+ REAR YARD DECK. + EXTERIOR STAIRS.",1,2,2,1,1,0,6/27/2018,6/27/2018,0,0,0,0,0,1,FALSE,1,Outer Richmond,1 - Richmond,,3,Site Permit,5/10/2017,8/28/2017,RH-2,,2018,1582001B,2015-006370PRJ
2.0161E+11,2135 CALIFORNIA ST,ADD UNIT PER ORDINANCE NO# 162-16. CONVERT (E) UNCONDITIONED UTILITY / STORAGE AREA & PORTION OF (E) LIGHTWELL INTO NEW 2201 SF ACCESSORY DWELLING UNIT.,12,13,13,1,1,1,6/27/2018,6/27/2018,0,0,0,0,0,1,FALSE,5,Pacific Heights,5 - Western Addition,,3,Full Building Permit,8/31/2017,8/31/2017,RH-2,,2018,0651023,2016-014268PRJ
2.01806E+11,439 23RD AV,RENEW FOR FINAL 201403191190. ALL WORK IS COMPLETE,1,2,2,1,1,0,6/27/2018,6/27/2018,0,0,0,0,0,1,FALSE,1,Outer Richmond,1 - Richmond,,8,Full Building Permit,6/18/2018,6/18/2018,RM-1,,2018,1521005,
2.01607E+11,2646 46TH AV,TO COMPLY WITH NOV 201626012. REMOVE UNAUTHORIZED DOOR. REPLACE WITH IN-KIND SIDING.,1,1,0,-1,-1,0,6/28/2018,6/28/2018,0,0,0,0,0,-1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,8,Full Building Permit,8/12/2016,8/12/2016,RH-1,,2018,2451006B,2016-011408PRJ
2.01806E+11,21 ROSEMONT PL,PER BOA DECISION 17-161,2,3,3,1,1,0,6/28/2018,6/28/2018,0,0,0,0,0,1,FALSE,8,Mission,8 - Mission,Market and Octavia,8,Full Building Permit,6/14/2018,6/14/2018,RTO,,2018,3534020,
2.01406E+11,1036 MISSION ST,"TO ERECT 9 STORIES, NO BASEMENT, 83 RESIDENTIAL APARTMENTS, RESIDENTIAL SUPPORT SPACES & RETAIL SPACES.",0,83,83,83,83,0,6/29/2018,6/29/2018,40,43,0,0,83,0,FALSE,6,South of Market,4 - Downtown,,1,Site Permit,9/11/2015,6/8/2016,C-3-G,100% Affordable,2018,3703079,2014.0103
2.01708E+11,162 COLLEGE AV,"ADD DWELLING UNIT AT 1/F CONFORMING WITH ALLOWABLE 2 UNITS DENSITY DWELLING UNIT IN RH-2 ZONING. PROVIDE 1 CLASS, 1 BICYCLE PARKING SPACE, (N) LANDSCAPING AT FRONT, (N) WINDOWS: 2 @ FRONT, 2 @ REAR AND 6 @ EAST SIDE",1,2,2,1,1,0,6/29/2018,6/29/2018,0,0,0,0,0,1,FALSE,8,Bernal Heights,11 - Bernal Heights,,8,Full Building Permit,8/30/2017,8/30/2017,RH-2,,2018,6720066,
2.01512E+11,236 EUCLID AV #0,"LEGALIZATION OF ILLEGAL UNIT, ORDINANCE #43-14",6,7,7,1,1,1,7/3/2018,7/3/2018,0,0,0,0,0,1,FALSE,2,Presidio Heights,1 - Richmond,,3,Full Building Permit,2/24/2017,2/24/2017,RH-2,,2018,1045012,2016-000753PRJ
2.0171E+11,8 GILROY ST,"LEGALIZE IN LAW UNIT PER ORDINANCE# 43-14. 1ST FLOOR: 1 KITCHEN, LIVING ROOM, 1 FULL BATH & 1 BEDROOM. COMPLY WITH COMPLAINT# 201785081.",1,2,2,1,1,1,7/3/2018,7/3/2018,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Full Building Permit,4/5/2018,4/5/2018,RH-1,,2018,4974026,2017-014422PRJ
2.01708E+11,2349 26TH AV,"COMPLY W/ NOV #201785901. LEGALIZE DWELLING UNIT (UNIT B) ON 1ST FL BY LEGALIZED AS BUILT KITCHEN PER PLAN. UNIT INCLUDED (2) BEDROOM, (2) BATHROOMS, LIVING ROOM & KITCHEN PER UNIT LEGALIZATION ORDINACE# 43-14",1,2,2,1,1,1,7/5/2018,7/5/2018,0,0,0,0,0,1,FALSE,4,Sunset/Parkside,15 - Outer Sunset,,3,Full Building Permit,1/18/2018,1/18/2018,RH-1,,2018,2355001K,2017-011369PRJ
2.01801E+11,246 THRIFT ST,COMPLY W/NOV #201707284 - LEGALIZE GROUND FLOOR BATHROOM. REMOVE SINK UNDER STAIRS. REMOVE PARTITION ON 2ND FLOOR.,1,1,2,1,1,0,7/5/2018,7/5/2018,0,0,0,0,0,1,FALSE,11,Oceanview/Merced/Ingleside,13 - Ingleside,,8,Full Building Permit,1/18/2018,1/18/2018,RH-1,,2018,7054020,
2.01605E+11,1385 CLAY ST,"NEW ONE DWELLING UNIT ADU PER ORDINANCES# 30-15. 
SOFT STORY PA# 2016/03/29/3275.
N/A FOR MAHER ORDINANCE NO.155-13.",24,25,25,1,1,1,7/6/2018,7/6/2018,0,0,0,0,0,1,FALSE,3,Nob Hill,3 - Northeast,,3,Full Building Permit,5/10/2017,5/10/2017,RM-3,,2018,0220029,2016-008441PRJ
2.01505E+11,6 BONVIEW ST,"TO ERECT  3 STORIES, 1 BASEMENT, TYPE VB, SINGLE FAMILY DWELLING.",0,1,1,1,1,0,7/9/2018,7/9/2018,0,0,0,0,0,1,FALSE,9,Bernal Heights,11 - Bernal Heights,,2,Site Permit,2/8/2017,4/25/2017,RH-1,,2018,5613063,2015-006711PRJ
2.01505E+11,2 BONVIEW ST,"TO ERECT 3 STORIES, NO BASEMENT, TYPE VB, SINGLE FAMILY DWELLING.",0,1,1,1,1,0,7/9/2018,7/9/2018,0,0,0,0,0,1,FALSE,9,Bernal Heights,11 - Bernal Heights,,2,Site Permit,2/8/2017,4/25/2017,RH-1,,2018,5613064,2015-006710PRJ
2.01707E+11,36 NORTON ST,ADDITION OF DWELLING UNITS PER ORDINANCE NO. 162-16.,1,2,2,1,1,1,7/10/2018,7/10/2018,0,0,0,0,0,1,FALSE,11,Outer Mission,12 - South Central,,3,Full Building Permit,2/20/2018,2/20/2018,RH-1,,2018,3148011,2017-009191PRJ
2.01407E+11,2014 10TH AV,CONVERT (E) MASTER BEDROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14. CLEAR COMPLAINT NO# 200987421. TO REMOVE NON-BEARING PARTITIONS ENCLOSURE ON (E) DECK.,1,2,2,1,1,1,7/12/2018,7/12/2018,0,0,0,0,0,1,FALSE,7,West of Twin Peaks,14 - Inner Sunset,,3,Full Building Permit,8/26/2015,8/26/2015,RH-1,,2018,2129001C,
2.0151E+11,949 FELL ST,"ADDITION OF NEW (2) GROUND FLOOR UNIT FOR 13 & 14 PER ORDINANCE NO# 30-15. REFER TO PA# 2015/07/14/1463 FOR SOFT STORY RETROFIT PER SFBC CHAPTER 34B, 2012 IEBC A-4. TOTAL OF (2) ADDITIONAL UNIT FOR OVERALL TOTAL OF (14) UNITS. NEW UNIT TO BE 3 BEDROOM/3 BATH.
** MAHER: N/A **",12,14,14,2,2,2,7/16/2018,7/16/2018,0,0,0,0,0,2,FALSE,5,Hayes Valley,5 - Western Addition,,3,Site Permit,8/18/2016,12/8/2016,RM-1,,2018,0826018,2015-015818PRJ
2.01701E+11,20 DARTMOUTH ST,"ADDITION OF DWELLING UNITS PER ORDINANCE NO #95-17. ADD 2 BEDROOMS. 2 FULL BATHS, DINING, LAUNDRY & KITCHEN @ 1ST FLOOR PER PLAN.",1,2,2,1,1,1,7/17/2018,7/17/2018,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,3,Full Building Permit,11/30/2017,11/30/2017,RH-1,,2018,5875004,2017-001353PRJ
2.01704E+11,427A JOOST AV,"TO CORRECT ITEMS IN NOV 201650053 PER UNIT LEGALIZATION ORDINANCE #43-14, LEGALIZING AN (E) GROUND FLOOR UNIT, WORK COMPRISES LEGALIZE EXISTING KITCHEN AND DOOR TO AN EXISTING SPACE PERMITTED BY BPA #200110039853. CONVERT PLAYROOM TO BEDROOM.",1,2,2,1,1,1,7/17/2018,7/17/2018,0,0,0,0,0,1,FALSE,7,West of Twin Peaks,13 - Ingleside,,3,Full Building Permit,4/30/2018,4/30/2018,RH-1,,2018,3092059,2017-006647PRJ
2.01508E+11,240 PACIFIC AV,"Site permit: TO ERECT 7 STORIES, 1 BASEMENT, 33 UNITS RESIDENTIAL, RETAIL, PARKING & LOBBY.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **",0,33,33,33,33,0,5/22/2018,7/18/2018,0,0,0,0,0,33,FALSE,3,Financial District/South Beach,3 - Northeast,,1,Site Permit,7/13/2016,11/10/2016,C-2,Inclu: Fee Payment,2018,0166003,2013.1757
2.01307E+11,287 14TH AV,"HORIZONTAL ADDITION  15'-0"" TO REAR AT 1ST FL. DEVELOP GROUND FLR & ADD NEW 2ND UNIT. HORIZONTAL ADDTION ~3'0"" TO REAR @ 2ND & 3RD FLRS. ROOF DECK OVER 1ST FLOR ~240 SF. RAISE ROOF AT REAT ~ 24"" HIGH ~600 SF COVERT ATTIC TO HABITABLE SPACE & INTERIOR REMODELING UNDER SEPARATE PERMIT. NEW FOUNDATION",1,2,2,1,1,0,7/19/2018,7/19/2018,0,0,0,0,0,1,FALSE,1,Outer Richmond,1 - Richmond,,3,Site Permit,2/21/2014,4/1/2014,RH-2,,2018,1419019,
2.01507E+11,1238 SUTTER ST,CONSTRUCT 9-STORY MIXED-USE W/ 2 COMMERCIAL GROUND FLOOR LEASE SPACES AND 8-STORY OF RESIDENTIAL W/ 37 UNITS ABOVE.,0,37,37,37,37,0,7/19/2018,7/19/2018,0,0,0,4,4,33,FALSE,3,Nob Hill,4 - Downtown,,3,Site Permit,5/9/2016,11/30/2016,RC-4,Incl: On-Site BMR,2018,0670011,2013.1238
2.01609E+11,2251 BROADWAY *,"PER UNIT LEGALIZATION ORDINANCE# 43-14. AT GROUND FLOOR LEGALIZE (E) IN-LAW UNIT. 1 BEDROOM & 1 BATHROOM.
** MAHER: N/A **",2,3,3,1,1,1,7/19/2018,7/19/2018,0,0,0,0,0,1,FALSE,2,Pacific Heights,2 - Marina,,3,Full Building Permit,8/11/2017,8/11/2017,RM-1,,2018,0581015A,2016-014419PRJ
2.01704E+11,2240 WASHINGTON ST,"PER ORD #162-16, CREATE 643 SQ.FT. OF ADU IN THE STORAGE AREA BEHIND THE GARAGE WITHIN (E) BLDG.  DEMO (E) UNPERMITTED DECK & REPLACE WITH (2) JULIET BALCONIES PER CODE. (N) REAR STAIRS AND ROOF DECK.",2,3,3,1,1,1,7/19/2018,7/19/2018,0,0,0,0,0,1,FALSE,2,Pacific Heights,2 - Marina,,3,Full Building Permit,11/9/2017,11/9/2017,RH-2,,2018,0603004A,2017-005275PRJ
2.01402E+11,590 DE HARO ST,"DEMOLISH 2 STORIES, 1 FAMILY DWELLING",1,0,0,-1,-1,0,7/23/2018,7/23/2018,0,0,0,0,0,-1,FALSE,10,Potrero Hill,9 - South of Market,Showplace Square/Potrero Hill (EN),6,Full Building Permit,9/23/2016,9/23/2016,RH-2,,2018,4008003,2013.1671
2.01501E+11,500 HUDSON AV,"ERECT 3-STORY, TYPE 5-B, NO BASEMENT,  SINGLE FAMILY DWELLING.",0,1,1,1,1,0,7/24/2018,7/24/2018,0,0,0,0,0,1,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,2,Site Permit,10/7/2016,5/15/2017,RM-1,,2018,4591C011,2013.0196PRX
2.01707E+11,368A PRINCETON ST,ADU PER ORDINANCE NO 95-17. COMPY WITH COMPLAINT #201413801 & 201782938.,1,2,2,1,1,1,7/25/2018,7/25/2018,0,0,0,0,0,1,FALSE,9,Portola,12 - South Central,,3,Full Building Permit,4/19/2018,4/19/2018,RH-1,,2018,5993012,2017-009143PRJ
2.01404E+11,1463 LOMBARD ST,TO ERECT 4 STORIES 14 DWELLING UNITS TYPE IIIA .,0,14,14,14,14,0,7/26/2018,7/26/2018,0,0,0,3,3,11,FALSE,2,Marina,2 - Marina,,1,Site Permit,7/25/2016,12/29/2016,NC-3,Incl: On-Site BMR,2018,0503021,2013.1022
2.01509E+11,1463 LOMBARD ST,DEMOLISH 3 STORIES OF 2 DWELLING  UNIT.,2,0,0,-2,-2,0,7/26/2018,7/26/2018,0,0,0,0,0,-2,FALSE,2,Marina,2 - Marina,,6,Full Building Permit,8/19/2016,8/19/2016,NC-3,,2018,0503021,2013.1022
2.01712E+11,438 ALVARADO ST,"Convert ground floor storage area into new studio dwelling unit, resulting in a 2-unit building.",1,2,2,1,1,1,7/26/2018,7/26/2018,0,0,0,0,0,1,FALSE,8,Noe Valley,7 - Central,,3,Full Building Permit,2/14/2018,2/14/2018,RH-2,,2018,3626012,
2.01803E+11,4234 22ND ST,"THIS PROJECT INVOLVE THE CONVERSION OF E NON HABITABLE SPACE AT LEVEL 1 TO BECOME A NEW 450 SF 2ND DWELLING UNIT.  INCLUDES NEW LIVING ROOM/KITCHEN, FULL BATH, BEDROOM. ALL WORK WITHIN THE EXISTING FOOTPRINT",1,2,2,1,1,0,7/27/2018,7/27/2018,0,0,0,0,0,1,FALSE,8,Noe Valley,7 - Central,,8,Full Building Permit,3/6/2018,3/6/2018,RH-2,,2018,2766017,
2.01309E+11,10 INNES CT,"ERECT 3 STORY, 1 BASEMENT, 21 UNITS RESIDENTIAL BUILDING.",0,21,31,31,31,0,7/30/2018,7/30/2018,0,0,8,0,8,23,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,2,Site Permit,4/14/2014,3/23/2016,HP-RA,Incl: On-Site BMR,2018,4591C220,2013.0196PRX
2.01412E+11,10 KENNEDY PL,ADDITION FLOOR ADDED TO THE BUILDING TAKING UNIT COUNT FROM 21 TO 29. ADDITIONAL PARKING WAS ADDED. ALTERED SITE PERMIT TO ORIG#201309277934.,21,29,29,8,8,0,7/30/2018,7/30/2018,0,0,0,0,0,8,FALSE,10,Bayview Hunters Point,10 - South Bayshore,,3,Site Permit,12/7/2015,12/7/2016,HP-RA,,2018,4591C221,2013.0196PRX
2.01512E+11,3053 TURK BL,"REMOVE 3-SINGLE CAR GARAGE SPACES & CONVERT TO (2)(N)DWELLINGS PER ORD 30-15. INCL SLAB EXCAV TO LOWER SOG. (8)(N)WINDOWS,(2)(N)ENTRY DOORS, (2)BATHS, (2)KITCHENS,(2)SLEEPING AREAS. FA SPRINKLERS UNDER SEP PERMIT. (2)(N)STREET TREES, REMOVE CURBCUT & WARPED DRIVEWAY,AND SOFT STORY UNDER SEP PERMITS.",7,9,9,2,2,2,8/2/2018,8/2/2018,0,0,0,0,0,2,FALSE,1,Lone Mountain/USF,1 - Richmond,,3,Full Building Permit,10/18/2016,10/18/2016,RH-2,,2018,1143015,2016-000320PRJ
2.01611E+11,3053 TURK ST,"REMOVING 2 CAR GARAGE TO CONVERT TO ONE NEW DWELLING UNIT (10 UNITS TOTAL) AS PER ORDINANCE 162-16 THERE WILL BE 2 NEW WINDOWS FACING THE ENTRY, 1 BATH, 1 KITCHEN. REVISION TO PERMIT #2015-1218-5561 (7 TO 10 UNITS).",7,8,8,1,1,1,8/2/2018,8/2/2018,0,0,0,0,0,1,FALSE,1,Lone Mountain/USF,1 - Richmond,,3,Full Building Permit,6/13/2017,6/13/2017,RH-2,,2018,1143015,2016-000320PRJ
2.01012E+11,2007 FRANKLIN ST #0,"CHANGE OF USE FRM SFD TO MIXED USE, OFFICE, MUSEUM& RESIDENCE. LEGALIZE 3RD FLR 2ND UNIT. INSTALL FIRE ESCAPE @REAR OF BLDG, CONVERT LIBRARY INTO LIVING SPACE & CONNECT W/ LIVING & BATHRMS. ADD ILLUMINATED EXIT SIGNS & LIGHTING. REAR STAIR REPLACEMENT.",1,2,2,1,1,1,8/3/2018,8/3/2018,0,0,0,0,0,1,FALSE,2,Pacific Heights,2 - Marina,,3,Full Building Permit,6/30/2017,6/30/2017,RH-2,,2018,0600002,
2.0141E+11,19V ARGUELLO BL,"ERECT 3 STORIES OF ONE SINGLE FAMILY. 
* MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO HEALTH *",0,1,1,1,1,0,8/3/2018,8/3/2018,0,0,0,0,0,1,FALSE,1,Inner Richmond,1 - Richmond,,2,Site Permit,10/28/2016,12/29/2016,RH-1(D),,2018,1355004,2014.1457
2.01603E+11,2818 ANZA ST,"SOFT STORY SEISMIC UPGRADE, MANDATORY, 2-UNITS BEING ADDED PER ORD #30-15 AT THE GARAGE LEVEL. ALL CAR PARKING SPACES BEING REMOVED . DBI REF SOFT STORY #201602290814",5,7,7,2,2,2,9/27/2018,9/27/2018,0,0,0,0,0,2,FALSE,1,Outer Richmond,1 - Richmond,,3,Full Building Permit,12/21/2016,12/21/2016,RM-1,,2018,1525020,2016-004135PRJ
2.01511E+11,2341 CHESTNUT ST,"PURSUANT TO SF PLANNING CODE SECTION 207, THE PROJECT PROPOSES TO UPGRADE 2 of 3 (E) GROUND FLOOR UNITS TO LEGALIZED ACCESSORY DWELLING UNITS. THE WORK INCLUDES NEW FIRE RATED WALLS, DOORS, WINDOWS, ALONG WITH NEW INTERIOR PARTITIONS, KITCHENS & BATHS. ** MAHER: N/A ** Sprinkler deferred",21,23,23,2,2,2,8/3/2018,8/3/2018,0,0,0,0,0,2,FALSE,2,Marina,2 - Marina,,3,Full Building Permit,6/30/2017,6/30/2017,NC-2,,2018,0936018H,2016-000208PRJ
